decimalLongitude,decimalLatitude
-95.840822,33.51053799999999
-97.697792,32.23294000000001
-97.361058,30.152020000000025
-96.276172,29.728045999999992
-97.19813300000001,30.039741999999986
-97.025043,30.105706000000055
-96.488052,33.15012499999999
-95.860815,30.28479200000013
-95.988112,30.365053999999986
-94.093819,30.25334299999997
-94.196011,30.232522999999965
-97.573447,30.12019700000001
-97.55317200000002,30.32089900000003
-97.772526,30.321165999999984
-94.043372,31.021292999999957
-98.60543600000001,29.894444999999973
-94.77744,29.309286999999962
-96.635874,30.933458999999946
-93.778773,30.02056000000001
-94.300948,30.667597999999956
-94.86429800000002,31.338060000000006
-94.011094,29.827053000000003
-94.663067,31.45845299999995
-94.495389,32.852349999999994
-97.735665,31.19922099999998
-97.77295,30.653914000000015
-97.638338,30.74592599999996
-96.764277,32.60528500000005
-97.280518,32.95587900000003
-96.793477,32.798911000000004
-95.496157,30.736924999999992
-97.627968,30.605160999999953
-97.977881,30.09074799999998
-96.703965,33.66035999999998
-97.754949,30.775527000000018
-95.147714,29.546282000000026
-95.629401,29.986851999999974
-95.722104,29.909299999999984
-96.832644,33.395922999999975
-95.618693,29.88240799999999
-96.857621,29.87565500000003
-96.493483,33.311322000000004
-96.783287,33.14225599999998
-95.485573,29.480553999999994
-96.840533,30.93118400000003
-97.723359,30.50598400000001
-94.368712,29.660351000000034
-98.336812,29.49843100000003
-98.457113,33.937235000000015
-96.595916,32.813757999999964
-94.58082,30.05383700000001
-97.13678799999998,33.36474600000004
-95.925144,29.762323999999946
-96.38727600000001,29.704110000000014
-95.907429,32.935790000000026
-94.999449,30.826072999999965
-97.440346,30.40363800000004
-96.91474800000002,33.265862000000006
-94.64194,31.55839299999997
-96.90699300000001,29.025813999999944
-95.753191,29.62650400000004
-96.584309,32.953289
-97.647914,30.85123999999997
-95.790574,30.462075000000063
-97.130512,31.32657400000002
-98.270893,29.57450600000003
-97.449398,30.239271999999904
-94.04568,32.669895000000025
-96.436907,32.58074400000004
-97.58445600000002,33.57391799999998
-97.336764,30.48458499999995
-97.849371,32.38878000000004
-95.738968,29.76945099999997
-95.25021,29.050243999999985
-93.938276,29.700058999999932
-96.519257,32.681092000000014
-96.82066,32.70685600000002
-96.674859,31.306047999999958
-96.503385,28.811729000000025
-96.468026,32.08880299999999
-96.017495,30.249627999999962
-97.643074,32.560137
-97.237689,31.781475000000025
-95.377269,30.195599999999992
-97.158318,32.77764100000007
-95.283755,29.663778000000054
-97.303665,31.029671000000057
-97.31907,33.75849100000003
-95.244574,29.75294200000002
-97.919538,29.961160000000014
-94.99233,29.356901000000043
-97.24491500000002,30.665903000000046
-97.847079,29.832885999999977
-97.531464,32.92234799999994
-97.903152,30.75054499999998
-94.448257,29.58629599999999
-95.384799,29.68361900000006
-97.624905,30.249181999999998
-96.650426,33.10853499999993
-93.899162,30.01521700000001
-97.11494,33.091941000000034
-97.192319,33.580108000000045
-93.876794,30.137978999999994
-95.362217,29.798555000000004
-96.599522,32.153704999999945
-96.458215,30.216129999999968
-95.021948,31.66722399999998
-96.310892,30.649605999999984
-94.69043,29.583802000000038
-97.63198700000001,30.393776999999996
-94.50020800000001,33.33629599999999
-96.379975,33.15350000000001
-94.387251,30.58802099999994
-97.45084,29.405524000000007
-96.669442,32.74228400000002
-97.613092,29.852453000000025
-97.661009,30.991183000000007
-94.341129,32.79342199999994
-95.064652,31.855922999999976
-97.8545,31.197643999999965
-97.367541,28.614589999999918
-97.788646,30.958956999999973
-97.936826,31.070591999999976
-96.994729,32.290031999999975
-94.434939,33.53860199999999
-96.406381,31.209101
-97.16577,30.186057000000012
-94.890572,29.420926000000005
-95.271011,29.542062999999953
-95.455642,30.39102600000005
-97.367855,30.786192000000007
-97.36812,32.86804800000001
-96.854254,28.811299999999925
-94.181761,32.66314199999996
-97.010482,32.66599400000002
-96.611034,29.51817700000001
-97.438359,30.003736999999965
-97.292964,29.84483400000003
-97.516048,31.16033699999998
-98.419159,31.14221900000002
-95.884708,32.734687999999984
-97.97111700000002,32.58326800000001
-98.14794,32.00814900000002
-95.378285,31.58275999999998
-98.502551,32.97109900000006
-96.367062,31.390864999999973
-97.364765,30.58165799999999
-94.541474,30.589465999999987
-94.367758,31.343676999999996
-96.67317,33.535996000000004
-95.753254,29.001872
-95.823518000000007,30.10700100000002
-94.490619,29.789834999999982
-96.220499,30.578226000000008
-96.044249,31.900388999999986
-95.011429,29.450613999999973
-96.018362,30.658053000000006
-96.40116,30.573537999999996
-94.512427,31.48443300000003
-95.762205,32.60854400000002
-96.313081,30.52091999999995
-96.717828,30.358619000000022
-96.53435,30.770182999999985
-96.005375,29.531376000000073
-96.45347300000002,32.816937
-94.715689,31.228674999999942
-96.174371,30.495777000000036
-96.857165,30.032537000000023
-96.883191,31.383958999999976
-96.793749,32.919062000000046
-96.74181799999998,33.04885700000001
-96.381846,29.91399699999998
-97.011259,32.54119299999997
-94.770131,31.57066000000008
-95.466877,29.974104999999984
-98.275531,30.77497099999998
-97.940779,30.283117000000015
-96.84017499999999,30.73654899999999
-96.461444,32.96281799999996
-94.99225,32.78127100000002
-95.527219,28.987778000000027
-94.625768,31.336545000000033
-97.085329,31.598277000000014
-96.686515,30.258010999999954
-95.836179,29.69031700000001
-94.682163,32.457998999999965
-97.491577,30.702331000000044
-95.567346,30.94724100000001
-95.442013,30.81553900000003
-96.855057,30.18582299999999
-97.336196,30.06285299999999
-95.030428,29.234128000000027
-95.61099700000001,30.482351999999988
-96.94480300000001,30.88459600000003
-97.002127,31.480500999999958
-97.28346,32.745624
-96.753299,32.50204900000003
-96.375438,33.39227700000003
-96.392707,31.582102999999982
-96.006174,30.464487000000034
-97.483897,30.606938999999986
-97.463848,33.27850600000002
-97.905235,30.599044000000003
-97.902745,30.369408000000025
-96.402964,33.528863000000015
-95.930306,33.883354999999966
-98.135128,29.94958699999994
-96.282222,30.75616399999999
-94.770708,31.390459999999994
-99.706776,32.72482700000007
-97.576907,32.83103599999998
-95.972593,32.31577500000003
-97.027014,33.180141000000006
-96.102215,31.62576299999999
-95.828276,30.926598000000013
-96.233171,31.25429600000005
-94.344368,33.01214100000001
-96.379464,29.61013400000007
-97.419878,29.55141599999997
-96.904675,32.635298
-97.140599,29.18287199999996
-94.20855,30.411511999999977
-94.401072,33.148664999999944
-94.551826,33.024484
-96.228467,30.41357900000002
-98.00341,29.760909999999946
-97.117618,29.946939999999987
-96.798807,29.29616699999996
-96.502916,30.462104000000032
-96.608432,29.714692999999954
-95.01948400000002,29.686409999999977
-94.66106500000001,30.695249999999987
-97.57624399999999,29.449297999999967
-95.180514,30.814647999999956
-95.206073,30.184912999999973
-97.745013,30.20819499999996
-97.081981,29.784608999999993
-97.698176,30.06886599999999
-96.909544,28.430649000000088
-96.961992,32.76066000000001
-94.999703,29.801785000000006
-95.51680500000002,29.68941499999996
-96.911189,33.105962000000034
-97.312172,31.638624999999937
-96.11292,29.400969000000007
-97.783654,32.75054699999999
-97.632224,32.317333000000055
-96.660753,31.743573999999988
-95.256215,32.35409200000001
-95.13066200000002,33.38488799999994
-94.908717,32.49122400000002
-95.418745,30.095527000000022
-95.883342,29.493327000000022
-96.190832,30.26161899999992
-95.293023,31.18997600000001
-96.034437,29.696402999999993
-97.597729,33.83291999999999
-96.73712200000001,29.74445500000001
-98.139075,31.23649699999996
-96.28849,33.297812999999984
-98.533676,32.17048699999994
-96.904114,33.003908000000045
-94.020312,30.09772200000003
-96.588289,28.972245000000058
-94.768884,29.989859000000045
-96.93118,31.79661900000002
-96.356516,29.797154999999968
-96.188419,31.810132000000007
-98.335851,30.240262000000033
-93.902175,30.974446999999945
-95.448782,29.259172000000007
-95.21946800000002,31.083851000000042
-94.919821,33.07914800000005
-94.807808,30.107960000000016
-96.390384,30.44975800000003
-95.936153,29.90404399999997
-96.279515,29.299946999999992
-94.296796,30.81973000000008
-96.444601,32.47919
-103.180919,29.10900299999999
-96.611376,30.395466000000017
-96.352868,30.104381999999976
-95.012272,32.29328999999997
-97.269263,30.25265500000003
-95.198816,31.560200000000016
-97.659953,33.73712199999995
-95.552519,33.387619000000036
-98.030234,32.86304899999999
-95.34457,29.920226000000017
-95.517238,28.865556
-94.7453,32.57965599999995
-94.505103,32.74081800000001
-94.409756,32.60497800000002
-95.467675,32.61046400000003
-96.31626,30.26580500000008
-95.125715,29.808716000000008
-95.291825,30.025596999999998
-98.027402,31.12272
-95.052038,30.03942599999999
-96.945157,28.578059999999976
-95.69535400000001,32.064260000000026
-96.043857,31.748612999999946
-94.90649800000001,30.52615
-95.643434,30.581048999999993
-99.986462,32.325537
-96.612655,31.661530999999982
-94.609385,29.805033999999967
-94.029445,30.818214000000047
-97.230879,32.602169000000025
-97.020647,33.01328500000005
-95.292012,29.434941999999964
-95.70328,30.11385799999996
-97.07335500000002,31.90095999999998
-95.283304,29.155335999999973
-96.392638,31.858248000000053
-96.488514,31.69625
-96.41569300000002,28.87411900000004
-94.602408,32.361308
-98.322468,30.633078999999995
-94.328275,33.298847000000016
-95.263732,33.173354000000046
-94.821655,30.75472400000001
-96.897453,32.15543500000004
-95.6152,30.78340499999999
-96.668313,29.30860599999994
-97.794237,29.916851000000044
-96.373673,30.93036300000004
-96.078012,30.576614000000045
-97.862943,31.484549999999995
-96.857321,31.574267999999975
-96.139176,30.74419599999999
-98.096879,33.896952000000006
-95.763593,30.56880400000003
-95.033838,30.140730999999985
-97.32398,32.427132999999955
-95.66294400000001,29.045408000000048
-94.994544,32.120535999999994
-96.619454,32.63242900000001
-95.124733,32.56990699999999
-96.645444,32.47910600000002
-97.51834,31.662754000000007
-97.235777,30.758680000000012
-95.720887,30.745735999999923
-94.75142,33.66412499999994
-97.520433,30.914550000000037
-96.49886,29.773401000000025
-97.463169,30.09999100000003
-99.001977,34.19038099999998
-94.421539,29.940476000000032
-97.289492,29.491627999999952
-98.031291,30.712492999999945
-96.634541,31.067914000000034
-95.606557,29.421069000000006
-95.662022,29.50911400000003
-95.792243,29.410229999999995
-94.921828,30.122270999999994
-96.75723200000002,28.898482999999977
-94.080131,32.133762000000004
-97.559728,30.028683999999988
-96.166731,33.18735999999993
-94.074955,30.34551300000004
-98.109416,30.596885999999984
-96.151832,30.133720999999994
-97.00589,33.61691800000001
-97.703138,33.65061199999996
